138;@__FinessinQueen Ctfu But Do I Gotta Come Up There ? Cuz I''ll Flattened That Bitch Tires & Set Da Car On Fire;NO
139;Inbound Dan Ryan (I-90/94) Express Lanes are BLOCKED before the Stevenson (I-55) with a crash. Locals remain open. http://t.co/s5fSRE0HDZ;YES
140;Police: Mom Tried To Commit Suicide By Crashing Car With Baby Inside http://t.co/ACmzeuVbD9 #chicago;YES
141;Indiana State Police trooper injured in I-65 crash: Three people, including an Indiana State... http://t.co/xeBbhxU9of #Chicago #News;YES
142;Setengah jam bisa :D lol@MentionSimi: #KarenaIndonesiaSatu mandi pagi berapa jam ?;NO
143;Hit yo bitch in my car now that pussy got the new car smell;NO
144;RT @robertpomazak: If you needed motivation you just got it. Everyone needs a fire lit under them once and a while. Let it burn all the wayâ€¦;NO
145;RT @KatieGotBandz: U TALK SHIT U GETTING BLOCKED U TWEET A OPP U GETTING BLOCKED U PISS ME OFF U GETTING BLOCKED;NO
146;i would set my whole world on fire just to watch it burn in your eyes.;NO
147;Cover letters need to die in a fire. http://t.co/UQ6BFHgMuz;NO
148;7 Tips for Igniting Your Content With Social Media: Content is fire. Social media is gasoline.Jay Baer uses... http://t.co/paWgpDjSRV;NO
149;Foundry fire struck @ 106 S. Mallory in Batavia. Investigators on scene to determine cause of blaze. http://t.co/k1ts8fD8V7;YES
150;@JayZClassicBars I set fire to ya empire/ blow smoke in ya face/ burn rubber off of rim tires/ yes I-ya, J, I-ya... Double G- A/ Live wire;NO
151;RT @SarahJindra: AURORA UPDATE:56 y/o woman dead after being hit by car.Randall Rd now open Sullivan-Indian Trail after being blocked for 4â€¦;YES
152;@emilywould if anything you are coke and everclear because if you ain''t careful you will get hit by a truck;NO
153;OK. It''s kinda funny. â€œ@HuffingtonPost: Cigarette-toting pigeon starts fire http://t.co/EnbnRwyBQJâ€? #;NO
154;RT @theLOVEofHAWKEY: @WGNRadio I plan my afternoon break around Garry Meier show 3pm opening so I can listen in my car. Love it. Every afteâ€¦;NO
155;Accidentally turned my car on while pumping gas, so now I''ll forever be paranoid of blowing up;NO
156;RPD cites male, 34 of Riverside for cannabis possession at 4 PM @ 100 block of E. Quincy. Neighbor calls after smoke goes into public way.;NO
157;Super hot car. RT @TheDennisWagner: PORSCHE: Stop Driving Your New GT3, It May Catch On Fire - ... http://t.co/DTMExvhT7n;NO
158;Burn me in fire I''m mental;NO
159;RT @MixtapeMurderer: [Official Video] @Kinslo_092 Ft. @Edai_600 -  Savage Shit | Shot by @RioProdBXC (@DjLouieV Stack Or Starve... http:/â€¦;NO
160;RT @Home_Halfway: The Crash Test Dummies opened up a clothing store called H&Mmm Mmm Mmm Mmm;NO
161;NBC''s Believe is a member of my armada, flagship Chicago Fire.;NO
162;Something is very wrong when a federal agency takes $ from a known anti-wolf group to kill wolves: http://t.co/Gn4uq4Zmqb  #WildlifeServices;YES
163;@Ameezy74Magcon @thats0jack 3:35 am. Jack falls of a car;NO
164;@Deadspin Hey Haisley, die in a fire. We love our MLS, thank you very much.;NO
165;Sky5 en route to Union Grove WI. Medivac chopper landed for a school bus and vehicle accident. Updates #nbcchicago 4:30 News;YES
166;@highchairkings I have very strong opinions on this, because I know people who have nearly died due to TBIs sustained from a crash w/helmet.;NO
167;Ever wonder how Illinois ranks in gas prices, car insurance and home sales? Well now you can find out with this... http://t.co/TurRez6CtU;NO
168;#np Angel Olsen - White Fire (Burn Your Fire for No Witness) | http://t.co/jFTfMFS0o6 http://t.co/funxFiDRBK #chirpfbg;NO
169;YES Jam - Dan Deacon - Make/Do Something. http://t.co/dqR2NJYjjy #music  #wholesome;NO
170;Aurora:  Pedestrian and car involved in a crash, Randall Rd. N. of Indian Trail remains blocked for investigation.;YES
171;@mitchellreports police messed up M McConnell carrying a gun .in to a place full of people . No wounder. Gun kill people . Arest jim!;YES
172;@PizzaRollJoe ya was ran over by a car the other day it died on me;NO
173;RT @Chicago_Scanner: 009: Hit & run crash 47th/Marshfield, offender fled s/b on Racine, heavy front end damage #Chicago #BackOfTheYards;YES
174;We are redeemed from fire by fire. - T.S. Elliot;NO
175;RT @Yo_HOe_MyFAN: Wash my clothes,do my homewrk, take my car to get a car wash and go apply for some more jobs && then go to DANCE PRACTICEâ€¦;NO
176;Do anybody know somebody that does collision work? For a good price?  My front end on my car has a lil damage;NO
177;ADHD Treatment Lowered Car Accident Risk in Men http://t.co/w2UHepYsha;NO
178;Theyâ€™re bringing the fire. Weâ€™re bringing the fuel. #MIAvsSA #WinFromWithin;NO
179;IN THE FIRE FIRE FIRE FIRE;NO
180;Hoes got them report card today and all I saw was NC & sad faces. That''s from all that drama !! Dick brain ass bitches. ðŸ˜‚;NO
181;@PbeeandJ @simonefiasco I am too. I mean there was a raging fire and angry father with a baseball bat scene, but nobody murdered.;YES
182;Food Truck Fire Safety Basics - http://t.co/8M81qSRtvs;NO
183;If I preemptively cover my entire body in burn cream, will I be invulnerable to flames?;NO
184;Woman hit by car in Aurora critical Randall Road closed http://t.co/yhYg6A5Aax #chicago;YES
185;Aurora: Randall CLOSED next few hours: Indian Trail to Sullivan after this car struck a woman. investigators on scene http://t.co/1LXLVxjG7p;YES
186;RT @sondrasolarte: (Beach Park) Wadsworth closed past Green bay to before Lewis b/c of a crash involving police car and garbage truck. httpâ€¦;YES
187;2 dogs, 2 cats die in Chicago Lawn fire.. http://t.co/GFdlcchDQv #Chicago #News;YES
188;Bombs kill 26 people in Iraq 48 dead since Wednesday http://t.co/JIGGDiWTRp via @reuters;NO
189;@joemanganiello I swear! if you die in @SabotageMovie I''ll burn the theater to ash. Unless you turn villain, in which case- How dare you?;NO
190;@marcusgilmer That dumbass can just go die in a fire. That poor dog!;NO
191;RT @brittmelendez: @mattperezDTS fire sauce in my car for dayzzz. BUT yes those bottles are a completely necessary purchase http://t.co/HqIâ€¦;NO
192;This is amazing. Can the Clips win by 60? It''s like a car crash, can''t look away;NO
193;@kellychris77 @hustledouble @HaydenPicks @ScottNotInVAN Losing to Hayden feels like having your car run out of gas in the middle of highway;NO
194;I just fire danced (sans fire and gear) in a loft for our dress rehearsal for the WCB tour. It looked like interpretive dance. #phantomfire;NO
195;Can''t believe the Saints are releasing @DarrenSproles. Wow. Hoping he would get a ring w/ #WhoDatNation. Time to add even more fuel to fire.;NO
196;I made it through the FIRE FIRE FIRE FIRE FIRE;NO
197;Jam Packed Wednesday with Guided by Voices, Thee Oh Sees, Ex-Cult, Lee Bains III and the Glory Fires and Floor... http://t.co/A9fVEd10T5;NO
198;@fullmetalninja @HawksCap a 3rd and a 5th for last year''s AHL points leader, this years AS MVP and currently on FIRE, and good with 88 here;NO
199;Got gas & hit a stone block fml literally I''m so upset;NO
200;RT @MrWala: I like fire. I add gas to a flame because I know that I can extinguish it.;NO
201;Lake Co Sheriff and a Garbage Truck Crash in Beach Park @WBBMNewsradio http://t.co/ClLkUpUJxP @Derrickcyoung http://t.co/Gca2DPtufq;YES
202;Fighting fire with more fire. SEAL Frog v Army Dog @michelechollow on the beard off  http://t.co/8gvysOhZdN http://t.co/27V40wkVUi;NO
203;@mattperezDTS fire sauce in my car for dayzzz. BUT yes those bottles are a completely necessary purchase http://t.co/HqIOgMjSLV;NO
204;RT @AprilsFinest24: I made it through the FIRE FIRE FIRE FIRE FIRE;NO
205;THU MAR 06 2014 ~10:55 PM  CHICAGO FIRE DEPARTMENT  EMS PLAN I FOR A MULTI-INJURY CRASH.  700 SOUTH INDEPENDENCE BLVD http://t.co/QHgLp02gQu;YES
206;Chicago Fire (Official Site) &gt;NO
207;@Aurora_Garcia these mud tires make my truck is shitty af on the highway...I feel your pain;NO
208;Food Truck Fire Safety Basics - http://t.co/GGbyx2VZpQ;NO
209;RT @Rbx_tt911: Backed into a fire hydrant on accident.At least the undercarriage of my car is clean.;YES
210;Does anyone else think police officers sit in their squad cars or offices and bump #WeDemBoyz #HolUp @wizkhalifa;NO
211;Chicago Fire (Official Site) &gt;YES
212;RT @ChicagoDrives: Injuries @ Beach Park crash. Sheriff SUV vs. garbage truck. Investigators working to find cause. Wadsworth CLOSED. http:â€¦;YES
213;THU MAR 06 2014 ~10:42 AM HILLSIDE FIRE DEPARTMENT PERSONAL INJURY CRASH 41.870072,-87.889523 (WB I-290 WEST O... http://t.co/DRS2DlOyLc;YES
214;RT @MobileCuisine: Food Truck Fire Safety Basics - http://t.co/GGbyx2VZpQ;NO
215;I think I died in an accident, cause this must be heaven.;NO
216;Twitter vent. I''m tired of yelling at the wall. It''s so loud sharing a wall with fire damage restoration work. Still thankful though.;NO
217;On the road to riches & you fake fuck niggas are road kill #Pussy #OTF;NO
218;RT @yahoomovies Our exclusive #Locke trailer finds Tom Hardy ratcheting up the suspense without ever leaving his car: http://t.co/S797OH2Gi4;NO
219;RT @lisiemichelle: I''d rather get cancer than herpesIf it can kill a baby it can kill a person tooMy sister is on fire;NO
220;I''d rather get cancer than herpesIf it can kill a baby it can kill a person tooMy sister is on fire;NO
221;Oh u a paper chaser. U got the block on fire. Ha? http://t.co/fC7xJJ0cc9;NO
222;@jpooch21 @geoffjohns Agreed! Makes me wonder: is the red break in the sky the rest of the hooded man''s family?;NO
223;â€œ@PeterKorsgaard: @BeauWillimon when did you decide to kill off Zoe #AskHOCâ€? yea! Did you know in season 1 that you''d have to kill her soon?;NO
224;Daily Gold Report: Daily Gold Report for March 5th, 2014 http://t.co/cIRdUF1qGl;NO
225;so my mom got into a car accident today;YES
226;RT @adamkotsko: Helen Tartar, the hugely influential humanities editor from Stanford and Fordham, has died in a car crash: http://t.co/MYbFâ€¦;YES
227;Spring break is going to be winter break part 2 cx;NO
228;RT @312hiphop: Video: Saba â€“ Secondhand Smoke: Directed by Heart of the City TVWhen the smoke clears, Saba will st... http://t.co/q5MBPkRâ€¦;NO
229;Attention, Screenwriters: Get Your Big Break with the Big Break Screenwriting Contest: Final Draft, Inc., the ... http://t.co/sC1aQsAIu2;NO
230;My grandma just almost got us in a car accident. TWICE;YES
231;Coconut Body Oil Coconut Perfume Oil Coconut Oil Fragrance Whether or not you realize it or not coconut .. http://t.co/LlJrM07SjE;NO
232;@JayDave44 then why don''t you kill yourself or overdose and before you die repent for doing so if this life is so worthless;NO
233;Indiana State Police trooper, 2 others injured in I-65 crash http://t.co/n2CJWRR42c http://t.co/7iR5IIZY7E;YES
234;My prayers go out to my cousin on the loss his 7 month old son Yeshua who died early this morning  due to a hit and run crash;YES
235;@Kiro_109 109th & Calumet like always the block I''m gone die on nigga now what you want?;NO
236;@Thugg_Naee MERCH ON WEAVE GOD. last time I asked you to smoke with me you said you don''t smoke ðŸ˜•;NO
237;RT @StacyysMom: plot twist: spring break turns into another winter break;NO
238;Indiana State Police trooper injured in I-65 crash http://t.co/yDz7mUcORL #chicago;YES
239;ATTENTION Park Ridge/Niles area parents.Suspicious Incident Announcement â€“ March 4, 2014The Park Ridge Police... http://t.co/5ng7vTflGh;NO
240;RT @chicagonewsnow: Indiana State Police trooper injured in I-65 crash http://t.co/yDz7mUcORL #chicago;YES
241;RT @SergioRazta: Been wanting some tacos from a taco truck tho, so bad. I''ll eat 20 of those right now and sweat after each bite;NO
242;Everyday I smoke a lot of gas;NO
243;The first time you hear I''ll cover you:ðŸ˜?ðŸ˜?ðŸ˜?The 2nd time you hear I''ll cover you:ðŸ˜­ðŸ˜­ðŸ˜­ #TheatreProblems #Rent #Broadway;NO
244;I need a gps on my car man damn I forgot where I parked my car at;NO
245;US Natural Gas Exports May Not Drive Down Energy Costs After All: Liquefied natural gas exports from the U.S. ... http://t.co/zU0hDkzYY3;NO
246;Also I typed # on accident and ? ! ? ? http://t.co/Uuk0rmnSS3;NO
247;@iLays_thePIPE I would but I got a oil leak on my car.;NO
248;A suspicious incident was reported at Roosevelt School today: http://t.co/J2w96KP91A;NO
249;NHTSA to GM: Have you been hiding something?: The National Highway Traffic Safety Administration wants reams o... http://t.co/yYBsQdIBUt;NO
250;And if you die I wanna die with you;NO
251;CIA Spies On Senate Intelligence Committee In Effort to Block Senate Report On Disastrous CIA Torture Program http://t.co/zU7ja3WSCZ;NO
252;if a hoverboard cost more than a car I would still get the hoverboard over the car;NO
253;Indiana State Police trooper, 2 others injured in I-65 crash: Three people, including an Indiana State Police ... http://t.co/duiPijb7cQ;YES
254;@Zipcar once you''ve found the car, check for any external damage;NO
255;I called the police to report these threats... I was immediately barraged with insensitive, doubting questions. http://t.co/hfM3d3j8Gc;NO
256;Lady in front of me just put on her hazards at a green light on a one lane road to get out of her car and talk to the driver in front of her;NO
257;dope, just found @MilaJ on this here tweeder. *blasts smoke drink break up*;NO
258;''Need for Speed'' honors car movie canon: A good car chase is bound by the one guarantee of life: It will end. ... http://t.co/tR4xhDu8NK;NO
259;Dat Gas Dat Gas;NO
260;Bad car accident;YES
261;#surrogate Carla shares her 34 week baby bump for Bump day! #beautifulbelly #surrogacy http://t.co/irS8tXZhO1;NO
262;Take the gas out the car it won''t drive That''s how I feel when you''re not by my side;NO
