91;Site crashed due to exceeded bandwidth. I love you holiday traffic.;YES
92;Tough Questions in Factory Fire's Ashes - The fire that killed 112 garment workers in Bangladesh last weekend unders... http://t.co/Bj2i8QYU;NO
93;crash in Skagit county, east of Concrete, sr 20 near Van Horn Rd, blocking the WB lane;YES
94;Indian build small fire stand real close, White man build BIG fire stand way back....;NO
95;#portland traffic blows more than #seattle traffic ??;NO
96;405 SB after SR167 there is an accident blocking the right lane!;YES
97;crash reported, nb I-5 near Mercer on left side;YES
98;Collision at 3607 Martin Luther King Jr Way S SB right lane blocked at S WaldenSt;YES
99;Sitting at this stop sign and a freshman crashes into the back of my car on his bike hahahahaha #DayAlreadyMade;YES
100;sb MLK at S Walden St, crash blocking right lane;YES
101;# all the shit & # all the stuff .;NO
102;Fleeing car crashes into Tacoma home: The Associated Press A car fleeing from police crashed into a home early... http://t.co/g7FJmn4O;YES
103;crash reported, sb I-5 express before Mercer in center lane;YES
104;My car sometimes thinks the door is locked when it's not so as a safety precaution the alarm goes off to stop me from stealing my own car;NO
105;nb I-5 near Ebey Slough, crash blocking right lane;YES
106;Auto Fire Alarm | 4831 35th Av Sw | Units: E32 L11;YES
107;I-480 EASTBOUND from I-77 ( 20) to Ohio Tpk (Eastside)- Jam Factor: 4- Incidents: 1 (Moderate)  #Cleveland #traffic;YES
108;AT&T declared worst wireless service by Consumer Reports: Consumer Reports has published its ranking of cell c... http://t.co/g9XOUuNv;NO
109;Reports are saying the guy in Missouri chose his winning Powerball #s based on the best Royals players' #s.  Guys: The Royals won something!;NO
110;nb sr 167 before 15th SW, 5 car crash on right side;YES
111;Oh man... NB I5 at the Boeing Access Road,accident in the right lane, pretty major response...;YES
112;nb I-5 north of Boeing Acc Rd, crash blocking right lane;YES
113;BBC News UK Congo police land in rebel city: A contingent of Congolese police arrives by boat in Goma, which reb... http://t.co/MnjWrHxd;NO
114;sb I-5 on ship canal bridge (at 520 exit), crash partially blocking left lane;YES
115;Ah rats.  Another accident SB I5 on the Ship Canal Bridge partially blocking the left lane.;YES
116;Arora provided complete engineering services to the Penn Turnpike Comm for the 205’-long Penn SR130 over the Pennsylvania Turnpike bridge.;NO
117;Well slamming a car is more of a drift setup anyways, the fact that people slam their cars and then can't... http://t.co/PbpFoinq;NO
118;West Nile virus: Four Washington residents reported with infection this year http://t.co/g9tNpD6D;NO
119;Also there is some sort of traffic jam around my joints;NO
120;Art21: Exclusive | Tabaimo: “dolefullhouse”:  Production still from Art21?s Exclusive video, “Tabaimo: ‘doleful... http://t.co/B46qLRv8;NO
121;sb I-405 before 124th, crash partially blocking right lane;YES
122;Auto Fire Alarm | 1600 E Olive St | Units: E25 L10;YES
123;worst road rage this morning..why? woman w/ infant baby in car seat swerving cause she was on her phone, then girl w/ plate that said pooh;NO
124;Lower Spokane St Bridge closed to vehicle traffic;YES
125;How does a multi-tasker with car sickness get things done while riding along in a car for 6 hours today? Hmmm.;NO
126;Motor Vehicle Accident Freeway | Aurora Av N / Halladay St | Units: A2 E2 E9;YES
127;eb West Seattle Bridge at 4th Ave, crash blocking left lane;YES
128;Lower Spokane St Bridge has re-opened to vehicle traffic;YES
129;Huh.  Is it a bad sign that the police report on my traffic accident is now two days overdue?;NO
130;Collision at WEST SEATTLE BRIDGE 2 eastbound lanes blocked at 6th Ave S;YES
131;eb west seattle bridge at 4th ave, crash blocking both EB lanes, traffic getting by on right shoulder;YES
132;West Seattle Bridge EB at 4th, accident blocking BOTH lanes!;YES
133;ONC Reports that Almost 50% of US Docs are E-Prescribing: According to a new report from the department of Healt... http://t.co/cT2ydkm5;NO
134;insure domestic Tranquility—pay taxes for police, fire, life safety, civil rights, national guard, disaster relief, forecasting;NO
135;A police officer became famous for giving shoes to a cold homeless man. The officer pulled out his badge and said, Freeze, fashion police.;NO
136;car/semi crash reported, wb sr 520 before I-405 on right & left shoulders;YES
137;I'm gonna go outside. I'm gonna secretly smoke. I'm gonna come back reeking of smoke. I'm gonna be humiliated when people point it out.;NO
138;Collision at NE 103rd St & 1st Ave NE southbound right lane blocked;YES
139;sb I-5 express before Mercer, stall reported blocking left lane;YES
140;Nooo!! EB 520 before 405, an accident partially blocking the left lane, also SB I5 Express Lanes near Mercer, stall in left lane!;YES
141;“There are no traffic jams on the extra mile.” ? Zig Ziglar;NO
142;uh oh, something going on nb I-5 before 128th, traffic really jamming up;YES
143;nb I-5 before 128th, sounds like a dump truck loosing debris, and now blocking right lane, but stuff in all lanes;YES
144;Motor Vehicle Accident | 1st Av Ne / Ne 103rd St | Units: L5;YES
145;Looks like an incident NB I5 at 128th, blocking right lane.  Debris reported in all lanes.;YES
146;With Two Billion Vehicles We Need More Automotive Podcasts Like This http://t.co/ShFjgTWk Talking electrics and LA auto show;NO
147;oh man, the dump truck trailer has overturned, nb I-5 before 128th, no wonder dirt & rocks are all over road;YES
148;Oh wow!  Got some more details.. overturned dump truck NB I5 before 128th, blocking right lane, dirt & rocks all over the road.;YES
149;2 right lanes now blocked, nb I-5 before 128th, rollover dump truck trailer;YES
150;Well this is the fire that kept me up last night. Apartment fire on the top floor. Hope everyone got out ok. http://t.co/2YS7zeBT;YES
151;Weird. I think I just saw a truck pull up behind my parked car and take a picture. Flash went off and everything.;NO
152;Dump truck incident NB I5 at 128th (north of Lynnwood) is now blocking 2 right lanes.;YES
153;A rolled-over double dump truck is blocking two lanes of NB I-5 at 128th St SW in South Everett. Watch live: http://t.co/oYJQvo1Q;YES
154;Check out the BMW BASF M1 Pro Car hood we just got with the car. What a great design.Like/Share http://t.co/7hfUzZyz;NO
155;Savage: Dom's Boeing Scoop (Briefly) Featured on the Colbert Report Last Night http://t.co/afVewlia;NO
156;BBC News UK Spain reveals shipwreck treasure: Spain reveals some of the treasures discovered in a shipwreck whic... http://t.co/N4Dgq1Dp;NO
157;They seriously need to work in some Swiss clinic scenes when they have Nurses Ball/Scorpio fam scenes #BringUsRealDuke&Robin;NO
158;Early morning fire at 2619 5 ave was ruled accidental due to unattended food on stove. No injuries. $40k damage;YES
159;Kawasaki Engine Replacement Part # 11028-6162 GASKET-SET: GASKET-SET For Kawasaki engine Replaces Part # 11028-6162 http://t.co/DenFhlHF;NO
160;You know you're in Idaho when you see a lady step outside and light up a corn cob pipe on a smoke break...I'm in Idaho.;NO
161;Free Fire Wood (Seattle): Free Fire Wood We have free scrap wood for anyone who needs it. We have it set out o... http://t.co/M0M0UwDH;NO
162;All-new 2013 Toyota RAV4, the most significant car of the LA Auto Show?: Toyota introduced the fourth-generation... http://t.co/j0KRmfHS;NO
163;One more car payment!   Hmm. .What to do with the extra money. . Get another car payment? Lol;NO
164;Police pull 21 items from rape suspect Danford Grant's car http://t.co/x9oEwYtl;NO
165;Now Playing: Stinger by Stinger;NO
166;Car has now stalled when ideling and when accelerating. Will put oil in my car and see if that fixes the issue.;NO
167;BBC News UK Plane crash in Congo-Brazzaville: A cargo plane has crashed in Congo-Brazzaville, killing at least o... http://t.co/JZMc6EC5;NO
168;The Most Bizarre Traffic Stop - “After the vehicle pulled over, we approached it and found that the driver wa… http://t.co/4ch6F9ts;NO
169;This girl is on fire. This girl is on fire. She's walking on fire. This girl is on fire - Alicia Keys #deep;NO
170;Also, I’ve never seen more smokers than in Turkey. Even seen kids smoke. Nearly everyone around me at the match smoke too. In their seats!;NO
171;#Seahawks injury report: Doubtful - Trufant (hammy). Questionable - Bryant (foot), Hill (ankle), Rice (calf). Probable - Lynch, Scruggs;NO
172;The #fall #fires burned #crimson http://t.co/LCEXEDis;NO
173;do not get close to the water if you do not want to get wet. don't get too close to the fire if you do not wanna get burned;NO
174;Another way #PlasticPollutes- Train Cars with #Toxic Cargo Crash Off #NJ Bridge http://t.co/2TBJPvBD;NO
175;To smoke or not to smoke that is the question;NO
176;Collision at SW Alaska St & California Ave SW northbound right lane blocked. one eastbound lane blocked;YES
177;Washington hosts Jackson State Dec. 15. Jackson State plays its first 11 games of the year on the road. Fourteen of first 16 on road, too.;NO
178;#smoke #break;NO
179;Seahawks Injury Report: Marcus Trufant doubtful, Walter Thurmond will be active http://t.co/sp76IsxD;NO
180;3 police cars and 2 fire trucks with sirens blaring passed by, then a minute later 1 more police car and 2 ambulances. Hope people are ok!;YES
181;Accident reported in Bellevue - SB 405 before I-90, may be blocking HOV lane..;YES
182;There's a car smoking on the freeway.... I don't think he should be driving it....;YES
183;Montana judge blocks wolverine trapping: A Montana judge has issued a last-minute restraining order blocking a... http://t.co/Tmr5nKyA;NO
184;Montana judge blocks wolverine trapping: A Montana judge has issued a last-minute restraining order blocking a... http://t.co/XIqHhE7y;NO
185;My coworker tried to figure out how to say my last name...l AH zah r [Let cAr Zen cAr Rad] #awesome;NO
186;AAA says certain ethanol fuel can damage cars, asks EPA to remove from pumps(human events) http://t.co/zv1SCt97 #tcot;NO
187;Key things to look for in an ad hoc reporting tool: http://t.co/sLFS9vYP #reporting #business;NO
188;PostBusiness| Ford recalls Escapes, Fusions for engine fire risk: Ford recalls Escapes, Fusions for engine fire ... http://t.co/rN0ndtjg;NO
189;Just got into a car crash. Fine, but pretty bruised chest. I love you I love you;YES
190;Motor Vehicle Accident Freeway | Aurora Av N / Prospect St | Units: A2 E2 E5;YES
191;TRUCKERS! GET NOTICED! Post your info and find shippers near you! Its simple go to TRUCKS page and ADD new TRUCK. #trucking #logistics;NO
192;Accident reported in Renton - Rainier Ave on-ramp to SB 405, right lane. Don't go there to get on the freeway!;YES
193;AAA says we should put the kibosh on E15, citing engine damage and voided car warranties: http://t.co/plH5QvMp #ethanol;NO
194;Collision at Ward St & Aurora Ave N right lane blocked;YES
195;Sunnydale's police force seems to exist solely to put up one lone strand of yellow tape then abandon the crime scene. #BuffyObservations;NO
196;Collision at Ward St & Aurora Ave N northbound right lane blocked;YES
197;Jam out with Sweet Caroline's jams and jellies like their locally tasty, Rainer Cherry jam! More fun gift ideas... http://t.co/pHxp3nQl;NO
198;Edm/King - One hour wait for vehicles in Edmonds due to heavy traffic.  http://t.co/OdQaJnt2;NO
199;Is it just me who keeps thinking of this with all the fiscal cliff talk? http://t.co/nBUtuKT9 Should redo scene with Boehner & Reid in car;NO
200;Accident reported in Kirkland - NB 405 north of 85th, HOV lane...;YES
201;Update in Kirkland - accident NB 405 just north of 85th, HOV lane. Aid on scene. Slow from 520;YES
202;Exclusive story at 5 about what a law officer did on this highway hat could cost his job. http://t.co/yXtDuzC4;NO
203;Its been 11months since i last smoked a ciggarette! And im planning to never smoke again! #2012NYresolution #biggestaccomplishment #proud;NO
204;my dad burned pita bread in the toaster oven. the house smells like burnt bread and smoke is coming out.. #mydadisnochef #ithappens;NO
205;As soon as I take off a thong, I feel like I should file a police report. You what;NO
206;. got the estimate damaged on my car and hoping to get everything repaired soon :) #relieved #feelingbetter;NO
207;Back from another run to the car dealerships... I think I found my next car. Not many options for me... nearly... http://t.co/o0RpSsJG;NO
208;My EX husband says he's going to make a rap song & the chorus goes  # LOL :), # LOL :)  sad thing is, it would be a hit. Rap these days...;NO
209;Cola's life is rough.Her baby daddy smokes so much weed and blocked her number. Shit.;NO
210;Hulu keeps telling me This shit is brought to you by your local Ram Trucks Dealer, which of course sounds like Local Ram Truck Stealer.;NO
211;Car Fire | 8902 14th Av S | Units: E26;YES
212;I'm about to drive in the rain on the freeway. I repeat, I'm about to drive in the rain on the freeway. #watchout;NO
213;what's more annoying than #traffic in a big city? traffic in a little city.;NO
214;#TwitNewsNow Seattle Seahawks injury report: Sidney Rice listed as questionable vs. Bears http://t.co/M9azvhrG #NFL;NO
215;don't make a scene. that's what work is 4. make a scene on the dance floor w/yer awesome dance moves. #ScrapsOfficePartyRules;NO
216;Vintage traffic jam. #amtrak #vscocam http://t.co/pn0RsrW8;NO
217;The Lower Spokane St bridge will be closing to vehicle traffic in a few minutes.;NO
218;Accident in Bellingham - SB 5 before Lakeway Dr, right lane. Aid on scene. Slow from before Sunset Dr;YES
219;Having car anxiety is the worst when your in the back of the future in-laws car #tweak;NO
220;Crash partially blocking the left center lane EB 518 at 51st...... be careful- it's nasty out there!;YES
221;The rain & this freeway traffic is not what the fuck's up right now. Can't stand these Seattle drivers;NO
222;Basically water-skiing in my car on the highway. Hella standing water! #SeattleRain;NO
223;another day off, another car accident. And no, in case you're wondering: I did *not* go to the pub beforehand. A driver ran a stop sign.;YES
224;First car accident happens when I'm on the bus. That lady just won the lottery. Bus driver is #SOL;YES
225;I saved hundreds on my car insurance by switching...into reverse and driving away from the accident.;NO
226;Accident reported in Shoreline - SB 5 before 145th, right lane. Slow from nearly 175th;YES
227;Accident reported in Tacoma - NB 5 near City Center exit, blocking a lane. Slow from Tacoma Mall;YES
228;i want to go to zulu jam tonight but i know theres so much traffic..;NO
229;America, this is your news reporting: What are kittens doing in jail? Our report tonight at 7. #justheard #notmakingitup;NO
230;At least Stanford got the punt off against the greatest kick blocking team in history - 6 blocks in last 3 games alone;NO
231;Photo: Traffic jam #igers #seattle #igers_seattle #iphonography #pacificnw #pnw #mobilephotography http://t.co/ZymTwQft;NO
232;Accident reported in south Seattle - SB on Rainier Ave before Genesee St, may be blocking all SB lanes...;YES
233;WE CAN'T SEE THE ROAD OMG and my poor car doesn't have good enough wipers ??;NO
234;I blaze ya fire.;NO
235;Stall blocking WB 520 at 92nd- tow crew just arrived on scene, so it should be gone quickly!;YES
236;Sneezing Fit Blamed On Massive Crash At Car Dealership http://t.co/1VwHqZcM;NO
237;Accident reported in Seattle - NB SR 99 inside Battery St Tunnel. Tunnel CLOSED. Traffic must exit at Western;YES
238;I crashed my car into the bridge. I watched, I let it burn. I threw your shit into a bag and pushed it down the stairs.;NO
239;Definitely almost set off the smoke alarm boiling water. In my defense there was something on the pot, I didn't burn water...;NO
240;Sneezing Fit Blamed On Massive Crash At Car Dealership http://t.co/Ac3AmUJC;NO
241;Ugh.  Block block block. #egotisticalfatbitchproblems;NO
242;Things currently happening in my 4sq and Instagram feeds - people eating pizza, people stuck in traffic. No people in traffic eating pizza.;NO
243;Motor Vehicle Accident | 5th Av / Pine St | Units: A2;YES
244;I need drugs to take my pain away!!! Back pain that is. Stupid car accident.;NO
245;My first car accident subhanllah;YES
246;Shipwreck treasures revealed: A worker holds up a silver coin from the shipwreck of a 1804 galleon on i... http://t.co/UsCMXuto #seattle;NO
247;Motor Vehicle Accident | Ne 75th St / 23rd Av Ne | Units: E16;YES
248;Motor Vehicle Accident | 24th Av E / E Roanoke St | Units: E22;YES
249;So... I just got word that my neighbor set her apartment on fire this morning. No one was hurt and my unit probably wasn't damaged.;YES
250;Oh no! Dad went to drugstore and somebody hit his car (actually Moms car).  Everyone ok just really, really grumpy. Car looks like crap thou;YES
251;Video shows scene inside school bus during crash: New video shows the scene inside a Tacoma school bus ... http://t.co/5zyIiL52 #seattle;YES
252;Woman injured in pickup truck accident: ANACORTES — A 58-year-old Guemes Island woman sustained a serio... http://t.co/TDTJ23Tp #seattle;YES
253;Woman hit by minivan at 70th and 8th: Breaking news: 8th Avenue NW is mostly blocked to traff... http://t.co/qq5UwClj PHINNEY-VIEW RIDGE;YES
254;grrr...I hate my car ! Expensive repairs and still something new to break.;NO
255;Check out my cars in Car Town Streets and challenge me to a race in the Grand Prix series! http://t.co/faiTje3G http://t.co/mDOwDIKk;NO
256;i smoke a million blunts a dayand by smoke i mean cryand by blunts i mean tears;NO
257;Stupid dumbass bitching about and trying to scam 24 bucks. Hope your dumbass get into a car accident;NO
258;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/Cf0Fu2Sq #seattle;YES
259;A man was just shot in the legs outside our house. Cops and fire trucks everywhere. Moe is hating living here right now. Sucks.;YES
260;Fuck you car crash headache :(;NO
261;BREAKING: My intrepid weather report based on my walk home from work is the following...I'M SOGGY. #Seattle #SeattleRain #INeedANewUmbrella;NO
262;Report: Mother alleges DSHA failed to notify her or law enforcement of her daughter's reported sexual abuse http://t.co/g0DB43Hm;NO
263;Breaking: SFD confirms a man was shot in both legs in West Seattle and taken to Harborview with non-life-threatening injuries;YES
264;Police: Suspect in gym shower assault claimed all ‘signs’ pointed to sex: Police: Suspect in gym shower... http://t.co/AYdjjnmk #seattle;NO
265;Police say a 17YO was shot in each leg in West Seattle tonight. His injuries are not life threatening. Shooter still on the loose.;YES
266;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/uPfH1UUl #seattle;YES
267;Car crash = bad headache all day &gt.:(;YES
268;Police checking if suspect used electronics to track victims: Police want to determine whether Danford Grant, a... http://t.co/jbUm7mQH;NO
269;Auto Fire Alarm | 2215 1st Av | Units: E2 L4;YES
270;McLaughlin on UW's blocking: “We finished number-one in the nation in blocking, and we still feel like we can get better.;NO
271;McLaughlin on blocking, cont: We settled down as the match went, and we blocked balls at the end of every game, which is a good sign.”;NO
272;1 confirmed death, 2 injuries, and 1 other probable death in two separate coal mining incidents Friday in West Virginia http://t.co/RomkSb1l;YES
273;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/JAFhiHWb #seattle;YES
274;I voted early during the 2008 election to work on this road: Suiattle Road 'No Impact' Finding a Big Impact on Hikers http://t.co/jVGbzpdq;NO
275;Auto Fire Alarm | 1415 E Olive St | Units: E25 L10;YES
276;My hobbies include making fun of the Bedward sex scene (or lack thereof) in Breaking Dawn;NO
277;Motor Vehicle Accident | Sw Holden St / 16th Av Sw | Units: E11;YES
278;Seriously Los Angeles? A traffic jam....at midnight?;NO
279;Grasslands Road Just Desserts Cupcake 32-Ounce Tea for One Teapot and Teacup Set: Grasslands Road Just Desserts ... http://t.co/MBHgBQ7R;NO
280;1 man dead, 1 injured in WA roofing accident: A King County sheriff's spokeswoman says a roofing accident in... http://t.co/540AOL0i;YES
281;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/uTqeLPD2 #seattle;YES
282;Car Fire | Sb Sr99 At Battery St Tunnel | Units: E2;YES
283;BBC News UK Fracking extent report dismissed: The energy department has dismissed a report that 60% of the UK c... http://t.co/L51iXsIN;NO
284;There was a massive explosion two blocks away.  wtf was it? #universityplace;YES
285;I turned prison break off it pissed me off .. Now I'm listening to jalens city Stocktons police radio.. #11 most view in US.................;NO
286;Just had the longest piggy back ride I've ever had to my car. It was amazing. Blocks and blocks and the boy didn't drop me;NO
287;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/JfSUMVJ7 #seattle;YES
288;The Wired Cars of the 2012 L.A. Auto Show | Autopia | http://t.co/k2QEwi2V http://t.co/iUqe8ZD6;NO
289;BBC News UK Police car crash victim killed: A man dies when he is struck by a Surrey Police car as he walked alo... http://t.co/99tqvp33;NO
290;Something tells me that Adam crashed and burned after that press conference. Poor bb. #sleepybert &lt.3;NO
291;Now Playing: Stinger More Weekend Gold by Stinger More Weekend Gold;NO
292;From a friend, I don't smoke often, but when I do...I get fucking high, cause I don't smoke often. Another example of life's duality.;NO
293;I didn't even kiss him. I wanna kiss though. Kissing & having sex sounds fire right now. As well as macaroni & cheese ohmg #fire #starving;NO
294;Udah hampir jam 4 dan besok berangkat jam 7 --;NO
295;Placed # 1 in my last Call of Duty match. My foes clearly underestimated my ability to randomly fire in a direction.  #xboxlive #murder;NO
